100,amg,16,20490.3,0.981551089923255,1,1,1
100,amg,16,20685.6,0.969088418532957,1,8,1
100,amg,16,22553.1,0.965340851589691,1,12,1
100,amg,16,21410.6,0.965319333245924,1,16,1
100,amg,16,12667.9,0.988918766016814,1,1,1
100,amg,16,12663.8,0.977973077910317,1,8,1
100,amg,16,12690.7,0.977203047635304,1,12,1
100,amg,16,12665.8,0.97657181528639,1,16,1
100,amg,16,8959.4,0.9951048911174,1,1,1
100,amg,16,8960.9,0.987367893943964,1,8,1
100,amg,16,8961,0.983895514386716,1,12,1
100,amg,16,8960.6,0.987229165744183,1,16,1
100,amg,16,4463.7,1,1,1,1
100,amg,16,4464.7,0.99073444082243,1,8,1
100,amg,16,4465,0.984188742606808,1,12,1
100,amg,16,4465.3,0.985705565748117,1,16,1
100,amg,31,21268.4,0.977880836922022,1,1,1
100,amg,31,22619.4,0.958584236318384,1,16,1
100,amg,31,25316.9,0.954883824691201,1,24,1
100,amg,31,25431.6,0.955246923225899,1,31,1
100,amg,31,12731.8,0.987136431161607,1,1,1
100,amg,31,12733.5,0.967556112259892,1,16,1
100,amg,31,12732.5,0.963875471129931,1,24,1
100,amg,31,12732.8,0.96831504720153,1,31,1
100,amg,31,8977.1,0.990906089618757,1,1,1
100,amg,31,8978.9,0.973963169577405,1,16,1
100,amg,31,8979,0.976273521672875,1,24,1
100,amg,31,8978.7,0.974861421670819,1,31,1
100,amg,31,4468.4,1,1,1,1
100,amg,31,4467.7,0.979605822245431,1,16,1
100,amg,31,4467.8,0.976579869132483,1,24,1
100,amg,31,4468.1,0.97799734513859,1,31,1
100,amg,4,20654.8,0.97587719296685,1,1,1
100,amg,4,20731.8,0.968313119477381,1,2,1
100,amg,4,20740.3,0.964771010659299,1,3,1
100,amg,4,20661.3,0.965375936862244,1,4,1
100,amg,4,12653.4,0.984643776797981,1,1,1
100,amg,4,12661,0.982387070049018,1,2,1
100,amg,4,12662.8,0.977184613266344,1,3,1
100,amg,4,12664.2,0.979174322452804,1,4,1
100,amg,4,8956.6,0.992968380393154,1,1,1
